Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,sic_code_1,bcb_sector,company_age_years,accounts_overdue_days,accounts_ever_late,conf_stmt_overdue_days,num_mortgages_outstanding,num_mortgages_total,has_active_mortgages,has_changed_name,is_active,is_dormant,is_micro,is_small,is_full_accounts,fast_growth_proxy,label_growth_opportunity,label_risk_signal,label_lending_need_proxy,has_mortgage_history,mortgage_completion_rate,mortgage_active_ratio,mortgage_per_year,company_size_score,log_company_age,age_bucket,is_established,total_overdue_days,overdue_intensity,is_severely_overdue,log_overdue,sector_avg_age,sector_mortgage_rate,sector_overdue_rate,sector_dormant_rate,age_vs_sector_avg,sic_division,active_with_mortgages,small_and_growing,overdue_and_active,full_accounts_with_charges
0,0,0,0,86220,Healthcare,5.8042436,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1.9175464763618584,2,0,0.0,0.0,0,0.0,7.469492428616393,0.0908360604029491,0.0533799235106257,0.0787564562551748,-1.6652488286163925,86,0,0,0,0
0,0,0,0,68310,Real_Estate,24.85147,0.0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1,3.2523674658753152,4,1,0.0,0.0,0,0.0,8.853440750825946,0.3873359004094081,0.034972674094529,0.1084434805451085,15.998029249174053,68,0,0,0,0
0,0,0,0,22290,Manufacturing,1.0075291,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.6969046623750639,0,0,0.0,0.0,0,0.0,12.692375747984038,0.1577167590964426,0.0850086230217773,0.1140014202624103,-11.684846647984038,22,0,0,0,0
0,0,0,0,46499,Wholesale_Retail,0.4626968,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0.3802818551735019,0,0,0.0,0.0,0,0.0,7.248826491578746,0.0776654102669647,0.0824878866388483,0.0999402739328001,-6.786129691578746,46,0,0,0,0
0,0,0,0,70221,Technology_Legal_Professional,10.978782,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2.483136918069533,3,1,0.0,0.0,0,0.0,9.03825845811208,0.0481746383262365,0.0589851646881865,0.1179571736165622,1.94052354188792,70,0,0,0,0
0,0,0,0,68100,Real_Estate,0.9117043,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0.6479951478572055,0,0,0.0,0.0,0,0.0,8.853440750825946,0.3873359004094081,0.034972674094529,0.1084434805451085,-7.941736450825946,68,0,0,0,0
0,0,0,0,58110,Technology_Legal_Professional,24.862423,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,3.252791065783517,4,1,0.0,0.0,0,0.0,9.03825845811208,0.0481746383262365,0.0589851646881865,0.1179571736165622,15.82416454188792,58,0,0,0,0
0,0,0,0,47910,Wholesale_Retail,10.250513,154.0,1,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,1,2.420413727610781,3,1,154.0,0.0411606529565084,0,5.043425116919247,7.248826491578746,0.0776654102669647,0.0824878866388483,0.0999402739328001,3.001686508421254,47,0,0,1,0
0,0,0,0,47791,Wholesale_Retail,13.382615,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2.6660201855516084,3,1,0.0,0.0,0,0.0,7.248826491578746,0.0776654102669647,0.0824878866388483,0.0999402739328001,6.133788508421254,47,0,0,0,0
0,0,0,0,70229,Technology_Legal_Professional,1.3963039,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0.8739275086041376,0,0,0.0,0.0,0,0.0,9.03825845811208,0.0481746383262365,0.0589851646881865,0.1179571736165622,-7.641954558112081,70,0,0,0,0
